IncidentID,Date,State,Cityorcounty,BusinessorLocation,Address,Latitude,Longitude,Name,Type,Gender,Age,Agegoup,Status,Incidentcharacteristics,Sources,notactiveswornlocalstate,rank,agencytype,offduty,training,blueonblue,Error,ErrorDetail,ToRemove,type_new,Notes,Duplicate,duplicate_of,record_added,incident_id_changed,original_id,Businessorschool,Participantname,Agegroup,duplicate_to_delete,to_be_edited,_merge
1759786,8/9/20,South Carolina,Columbia,Woodland Village Apartments,2221 Bush River Rd,34.0353,-81.1237,,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot","https://www.wistv.com/2020/08/09/lcsd-two-deputies-injured-shooting-woodland-village-apt/,https://www.wistv.com/2020/08/09/suspect-accused-shooting-lexington-co-deputies-identified/",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot in both the upper and lower body by the suspect while responding to a domestic call. Another deputy on the scene was also non-fatally shot as well as the suspect.,0,NA,0,0,,,,,,,1
1759786,8/9/20,South Carolina,Columbia,Woodland Village Apartments,2221 Bush River Rd,34.0353,-81.1237,,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot","https://www.wistv.com/2020/08/09/lcsd-two-deputies-injured-shooting-woodland-village-apt/ ,https://www.wistv.com/2020/08/09/suspect-accused-shooting-lexington-co-deputies-identified/ ",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot in the arm by the suspect while responding to a domestic call. Another deputy was non-fatally shot as well as the suspect.,0,NA,0,0,,,,,,,1
1766001,8/16/20,Texas,Cedar Park,,2304 Natalie Cove,30.5337,-97.8497,Officer Nik Anderson,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Home Invasion,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Domestic Violence,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite","https://twitter.com/CedarParkPD/status/1295110297900986370,https://twitter.com/CedarParkPD/status/1295122759199215616,https://www.kvue.com/article/news/local/bagdad-road-cedar-park-officer-involved-shooting/269-a47eed0e-b945-4fd9-9318-87424c2e919a,https://abc13.com/3-hostages-being-held-at-austin-area-shooting-scene/6373231/,https://www.star-telegram.com/news/local/crime/article245008300.html,https://www.cedarparktexas.gov/Home/Components/News/News/1436/3345?backlist=%2fdepartments%2fpolice-department,https://www.kxan.com/news/local/williamson-county/cedar-park-residents-asked-to-avoid-area-of-bagdad-road-due-to-police-presence/",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the bicep by the suspect while responding to a domestic call. Two other officers were also non-fatally shot.,0,NA,0,0,,,,,,,1
1766001,8/16/20,Texas,Cedar Park,,2304 Natalie Cove,30.5337,-97.8497,Officer Cris Hester,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Home Invasion,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Domestic Violence,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite","https://twitter.com/CedarParkPD/status/1295110297900986370,https://twitter.com/CedarParkPD/status/1295122759199215616,https://www.kvue.com/article/news/local/bagdad-road-cedar-park-officer-involved-shooting/269-a47eed0e-b945-4fd9-9318-87424c2e919a,https://abc13.com/3-hostages-being-held-at-austin-area-shooting-scene/6373231/,https://www.star-telegram.com/news/local/crime/article245008300.html,https://www.cedarparktexas.gov/Home/Components/News/News/1436/3345?backlist=%2fdepartments%2fpolice-department,https://www.kxan.com/news/local/williamson-county/cedar-park-residents-asked-to-avoid-area-of-bagdad-road-due-to-police-presence/",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the head by the suspect while responding to a domestic call. Two other officers were also non-fatally shot. ,0,NA,0,0,,,,,,,1
1766001,8/16/20,Texas,Cedar Park,,2304 Natalie Cove,30.5337,-97.8497,Officer Jacqueline Quiles,victim,female,,Adult 18+,Injured,"Shot - Wounded/Injured,Home Invasion,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Domestic Violence,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite","https://twitter.com/CedarParkPD/status/1295110297900986370 ,https://twitter.com/CedarParkPD/status/1295122759199215616 ,https://www.kvue.com/article/news/local/bagdad-road-cedar-park-officer-involved-shooting/269-a47eed0e-b945-4fd9-9318-87424c2e919a ,https://abc13.com/3-hostages-being-held-at-austin-area-shooting-scene/6373231/ ,https://www.star-telegram.com/news/local/crime/article245008300.html ,https://www.cedarparktexas.gov/Home/Components/News/News/1436/3345?backlist=%2fdepartments%2fpolice-department ,https://www.kxan.com/news/local/williamson-county/cedar-park-residents-asked-to-avoid-area-of-bagdad-road-due-to-police-presence/ ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the ribs while responding to a domestic call. Two other officers were non-fatally shot during the shootout. ,0,NA,0,0,,,,,,,1
1766205,8/16/20,Louisiana,Mansfield,,Booker Loop Rd,31.9531,-93.8762,Deputy Gabe Whitaker II,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot","https://www.brproud.com/news/deputy-shot-during-officer-involved-shooting-in-louisiana-suspect-in-custody/ ,https://www.ktbs.com/news/desoto-sheriffs-deputy-shot-man-in-custody/article_fb7e107e-dfd5-11ea-a8c7-23de9e823726.html ",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot in the shoulder while responding to a call.,0,NA,0,0,,,,,,,1
1766418,8/14/20,North Dakota,Grafton,,,48.4122,-97.4106,Ofc. Lucas Campoverde,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot,Police Targeted,Shootout (where VENN diagram of shooters and victims overlap)","https://www.kfyrtv.com/2020/08/16/two-injured-in-officer-involved-shooting-in-grafton/ ,https://www.kvrr.com/2020/08/15/two-including-one-police-officer-injured-in-grafton-shooting/ ,https://www.kvrr.com/2020/08/26/a-man-accused-of-shooting-a-grafton-police-officer-faces-federal-charges/ ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the chest while attempting an arrest. The suspect was also non-fatally shot. ,0,NA,0,0,,,,,,,1
1770834,8/19/20,Texas,Spring Branch,,1400 block of Springwood Dr,29.8337,-98.4603,Deputy Eddy Luna,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot","https://www.mysanantonio.com/news/local/article/Comal-County-deputy-shot-on-duty-airlifted-to-15499301.php ,https://www.facebook.com/COMALCOUNTYSO/posts/3523159337696940 ,https://news4sanantonio.com/news/local/man-arrested-for-allegedly-shooting-comal-county-deputy ,https://www.kens5.com/article/news/community/hill-country-reporter/comal-county-deputy-loses-arm-11-days-after-being-shot-while-on-duty/273-ec7f3c11-373a-44db-85f5-a24846749423 ",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot by the suspect while serving a felony warrant. ,0,NA,0,0,,,,,,,1
1772168,8/22/20,California,Rancho Cordova,,Dutchess Way,38.5762,-121.316,Deputy,victim,,,Adult 18+,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Suicide^,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff","https://sacramento.cbslocal.com/2020/08/22/authorities-investigate-officer-involved-shooting-in-rancho-cordova/ ,https://sacramento.cbslocal.com/2020/08/22/authorities-investigate-officer-involved-shooting-in-rancho-cordova/ ,https://www.sacbee.com/news/local/crime/article245257335.html ",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot twice in the leg by suspect while on a domestic call. The suspect fatally shot a woman and the suspect was fatally shot on the scene.,0,NA,0,0,,,,,,,1
1772600,8/23/20,Maryland,Hyattsville,,1333 Capital View Terrace,38.9085,-76.8721,,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Home Invasion,Home Invasion - No death or injury,Officer Involved Incident,Officer Involved Shooting - Officer shot,Police Targeted,Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","https://twitter.com/PGPDNews/status/1297684561934024705,https://www.wusa9.com/article/news/local/maryland/maryland-police-officers-shot-prince-georges-county-police/65-bdf36855-b00b-46e5-a2a0-cb89e5407aa2,https://baltimore.cbslocal.com/2020/08/23/3-prince-georges-county-police-officers-shot-2-people-in-custody/,https://www.wmar2news.com/news/local-news/two-men-charged-with-attempted-murder-for-ambush-style-attack-on-prince-georges-co-officers",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the foot by the suspect during a call for a home invasion. Two other officer were also non-fatally shot.,0,NA,0,0,,,,,,,1
1772600,8/23/20,Maryland,Hyattsville,,1333 Capital View Terrace,38.9085,-76.8721,Officer Brandon Westfall,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Home Invasion,Home Invasion - No death or injury,Officer Involved Incident,Officer Involved Shooting - Officer shot,Police Targeted,Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","https://twitter.com/PGPDNews/status/1297684561934024705 ,https://www.wusa9.com/article/news/local/maryland/maryland-police-officers-shot-prince-georges-county-police/65-bdf36855-b00b-46e5-a2a0-cb89e5407aa2 ,https://baltimore.cbslocal.com/2020/08/23/3-prince-georges-county-police-officers-shot-2-people-in-custody/ ,https://www.wmar2news.com/news/local-news/two-men-charged-with-attempted-murder-for-ambush-style-attack-on-prince-georges-co-officers ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,"Local officer was non-fatally shot in the chest, arm, and leg by the suspect during a call for a home invasion. Two other officers were non-fatally shot. ",0,NA,0,0,,,,,,,1
1772600,8/23/20,Maryland,Hyattsville,,1333 Capital View Terrace,38.9085,-76.8721,,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Home Invasion,Home Invasion - No death or injury,Officer Involved Incident,Officer Involved Shooting - Officer shot,Police Targeted,Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","https://twitter.com/PGPDNews/status/1297684561934024705,https://www.wusa9.com/article/news/local/maryland/maryland-police-officers-shot-prince-georges-county-police/65-bdf36855-b00b-46e5-a2a0-cb89e5407aa2,https://baltimore.cbslocal.com/2020/08/23/3-prince-georges-county-police-officers-shot-2-people-in-custody/,https://www.wmar2news.com/news/local-news/two-men-charged-with-attempted-murder-for-ambush-style-attack-on-prince-georges-co-officers",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the back by the suspect during a call for a home invasion. Two other officers were also non-fatally shot. ,0,NA,0,0,,,,,,,1
1772786,8/22/20,Arkansas,Little Rock,,4513 Rosswood Dr,34.6753,-92.3275,Officer Christopher Crowder,victim,male,30,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Drive-by (car to street, car to car)","https://katv.com/news/local/little-rock-police-officer-shot ,https://www.arkansasonline.com/news/2020/aug/23/jacksonville-teen-charged-shooting-little-rock-off/ ,https://katv.com/news/local/second-person-arrested-in-connection-to-shooting-that-injured-little-rock-officer ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot twice in the leg by suspect while investigating gunfire. ,0,NA,0,0,,,,,,,1
1773253,8/24/20,North Carolina,Lincolnton,,2590 Gaston Webbs Chapel Rd,35.4113,-81.2665,Deputy W Spurling,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Domestic Violence","https://www.wsoctv.com/news/local/sheriff-deputy-responding-domestic-call-shot-lincoln-co-suspect-dead/E256NF4QNFFFXAOELQMGMFRYVY/ ,https://www.wbtv.com/2020/08/24/sheriff-two-lincoln-county-deputies-injured-shooting/ ,https://www.shelbystar.com/news/20200824/deputies-injured-suspect-killed-in-lincoln-county,https://www.wsoctv.com/news/local/sheriff-deputy-responding-domestic-call-shot-lincoln-co-suspect-dead/E256NF4QNFFFXAOELQMGMFRYVY/ ",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot with shotgun pellets in the face by the suspect while serving an arrest warrant. Another deputy was also non-fatally shot. The suspect was fatally shot by other deputies. ,0,NA,0,0,,,,,,,1
1773253,8/24/20,North Carolina,Lincolnton,,2590 Gaston Webbs Chapel Rd,35.4113,-81.2665,Deputy B Alexander,victim,,,Adult 18+,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Domestic Violence","https://www.wsoctv.com/news/local/sheriff-deputy-responding-domestic-call-shot-lincoln-co-suspect-dead/E256NF4QNFFFXAOELQMGMFRYVY/,https://www.wbtv.com/2020/08/24/sheriff-two-lincoln-county-deputies-injured-shooting/,https://www.shelbystar.com/news/20200824/deputies-injured-suspect-killed-in-lincoln-county,https://www.wsoctv.com/news/local/sheriff-deputy-responding-domestic-call-shot-lincoln-co-suspect-dead/E256NF4QNFFFXAOELQMGMFRYVY/",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot in the arm with shotgun pellets by the suspect while serving an arrest warrant. Another deputy was also non-fatally shot by suspect. The suspect was fatally shot by other responding deputies.,0,NA,0,0,,,,,,,1
1776429,8/26/20,Nebraska,Lincoln,,3225 Vine St,40.8206,-96.6736,Officer Luis “Mario” Herrera,victim,male,,Adult 18+,Killed,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed,Criminal act with stolen gun,Stolen/Illegally owned gun{s} recovered during arrest/warrant","https://journalstar.com/news/local/crime-and-courts/watch-now-lincoln-officer-in-critical-condition-after-shooting-suspects-in-custody/article_8431a0dc-8e09-5354-98a3-fdda285ca4f8.html#tracking-source=home-top-story ,https://www.1011now.com/2020/08/28/court-records-suspect-was-locked-in-room-before-shooting-officer-with-stolen-gun/ ,https://www.kcci.com/article/officer-dies-nearly-two-weeks-after-being-shot-in-lincoln/33943043# ,https://www.1011now.com/2020/09/30/investigation-into-shooting-of-lpd-officer-leads-to-another-arrest/ , https://journalstar.com/news/local/crime-and-courts/suspects-teen-brother-accused-of-possessing-stolen-firearm-used-in-lpd-officers-death/article_d96e8b17-5ed4-5e2d-a4ca-dce2ffaf56a3.html ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was fatally shot in the torso by suspect while serving an arrest warrant.,0,NA,0,0,,,,,,,1
1779218,8/29/20,Missouri,Saint Louis,,3700 block of Hartford St,38.6019,-90.2449,Officer Arlando Bailey,victim,male,30,Adult 18+,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Home Invasion,Home Invasion - No death or injury,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Officer killed","https://fox4kc.com/news/two-st-louis-officers-shot-suspect-barricaded-inside-home/,https://www.kmov.com/news/two-st-louis-police-officers-shot/article_dade73f6-ea4b-11ea-bf99-a358afefea37.html,https://www.ksdk.com/article/news/local/1-of-2-officers-shot-in-st-louis-is-critically-injured-police-chief-says/63-36e11278-2b1b-43d7-9656-7cb78dacccb5,https://twitter.com/SLMPD/status/1300113724368449536,https://www.ky3.com/2020/08/31/officer-shot-saturday-in-st-louis-dies-from-injuries/,https://www.stltoday.com/news/local/crime-and-courts/suspect-charged-in-shooting-death-of-st-louis-police-officer/article_d18b92ca-06e6-55d4-9877-bb18c8b28562.html",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the leg by suspect while responding to a shooting call. Another officer was fatally shot in the head by the suspect.,0,NA,0,0,,,,,,,1
1779218,8/29/20,Missouri,Saint Louis,,3700 block of Hartford St,38.6019,-90.2449,Officer Tamarris L Bohannon,victim,male,29,Adult 18+,Killed,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Home Invasion,Home Invasion - No death or injury,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Officer killed","https://fox4kc.com/news/two-st-louis-officers-shot-suspect-barricaded-inside-home/ ,https://www.kmov.com/news/two-st-louis-police-officers-shot/article_dade73f6-ea4b-11ea-bf99-a358afefea37.html ,https://www.ksdk.com/article/news/local/1-of-2-officers-shot-in-st-louis-is-critically-injured-police-chief-says/63-36e11278-2b1b-43d7-9656-7cb78dacccb5 , https://twitter.com/SLMPD/status/1300113724368449536,https://www.ky3.com/2020/08/31/officer-shot-saturday-in-st-louis-dies-from-injuries/ ,https://www.stltoday.com/news/local/crime-and-courts/suspect-charged-in-shooting-death-of-st-louis-police-officer/article_d18b92ca-06e6-55d4-9877-bb18c8b28562.html ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was fatally shot in the head by suspect while responding to a shooting call. Another officer was non-fatally shot by the suspect.,0,NA,0,0,,,,,,,1
1779304,8/29/20,Florida,Daytona Beach,,1629 Espanola Ave,29.2572,-81.0485,Officer Dominic Besse,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","https://www.clickorlando.com/news/local/2020/08/29/daytona-beach-police-officer-involved-in-shooting-police-say/ ,https://www.news-journalonline.com/story/news/local/volusia/2020/08/30/fierce-gunbattle-injures-officer-kills-attempted-murder-suspect/5674005002/ ,https://www.clickorlando.com/news/local/2020/08/31/man-who-shot-daytona-beach-officer-fired-at-least-4-shots-chief-says/ ,https://www.news-journalonline.com/story/news/crime/2020/09/03/argument-daytona-motel-leaves-woman-shot-back-police-say/5708312002/ ",0,Officer ,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in his vest by suspect during a murder suspect pursuit. The suspect was fatally shot. ,0,NA,0,0,,,,,,,1
1779492,8/30/20,Illinois,Chicago,,3300 block of W Polk St,41.8712,-87.7085,Officer,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot,Police Targeted","https://chicago.suntimes.com/crime/2020/8/30/21407345/chicago-police-officers-suspect-shot-homan-square-west-side-polk-spaulding ,https://chicago.suntimes.com/crime/2020/8/31/21408405/chicago-police-officers-shot-suspect-charged-homan-square-polk ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot twice his left side by suspect during a traffic stop. Another officer was also non-fatally shot. The suspect was non-fatally shot by other responding officers.,0,NA,0,0,,,,,,,1
1779492,8/30/20,Illinois,Chicago,,3300 block of W Polk St,41.8712,-87.7085,Officer,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot,Police Targeted","https://chicago.suntimes.com/crime/2020/8/30/21407345/chicago-police-officers-suspect-shot-homan-square-west-side-polk-spaulding,https://chicago.suntimes.com/crime/2020/8/31/21408405/chicago-police-officers-shot-suspect-charged-homan-square-polk",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the left should by suspect during a traffic stop. Another officer was non-fatally shot by suspect. The suspect was non-fatally shot by other responding officers.,0,NA,0,0,,,,,,,1
1779571,8/29/20,New York,Middletown,,28 Myrtle Ave,41.4438,-74.41,Officer Evan Barone,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot,Domestic Violence","https://dailyvoice.com/new-york/mountvernon/police-fire/officer-shot-wounded-after-exchanging-gunfire-with-suspect-in-hudson-valley/793289/ ,https://midhudsonnews.com/2020/08/30/middletown-cop-shot-saturday-night/ ,https://www.dailyfreeman.com/news/police-blotter/suspect-in-shooting-of-middletown-police-officer-indicted-for-attempted-murder/article_24a54d00-f37c-11ea-b63c-ebe1e5cc0ad2.html ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the left forearm by suspect while responding to a domestic call. The suspect was also non-fatally shot. ,0,NA,0,0,,,,,,,1
1779631,8/30/20,Kansas,Salina,,N 9th St,38.8625,-97.6124,Officer Cody Wray,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot","https://www.cjonline.com/news/20200830/salina-pd-officer-shot-during-pursuit-suspects-in-custody/1 ,https://www.kctv5.com/news/local_news/2-arrested-following-officer-involved-shooting-near-salina/article_6b77b9c2-eaec-11ea-8f9e-2b3bd16a4838.html ,https://fox4kc.com/news/leavenworth-man-one-of-two-charged-in-shooting-of-salina-police-officer/ ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,Local officer was non-fatally shot in the foot by the suspect after a traffic stop turned chase.,0,NA,0,0,,,,,,,1
1781327,8/31/20,Ohio,Mason,,2617 Mason Montgomery Rd,39.4006,-84.3056,Officer Denny Jordan,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot,Drive-by (car to street, car to car)","https://dayton247now.com/news/local/officer-shot-after-pursuit-in-middletown ,https://www.journal-news.com/news/suspect-in-middletown-officer-shooting-released-from-hospital-booked-into-jail/N3UZU2APOVB4HFV22MLW3ZKBFE/ ",0,Officer,Local,0,0,0,0,NA,0,Suspect-inflicted,"Local officer was non-fatally shot in the arm, finger, and right leg by the suspect while in pursuit. The suspect was non-fatally shot mulitple times by other responding officers.",0,NA,0,0,,,,,,,1
1783906,9/2/20,California,Stockton,,2300 block of N. Wilson Way,37.9798,-121.273,Officer,perpetrator,,,Adult 18+,Unharmed,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Officer Involved Incident,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Officer shot",https://fox40.com/news/local-news/stockton-officer-shot-in-training-accident/ ,0,Officer,Local,0,1,1,1,The officer mentioned was actually the perpetrator in the blue-on-blue accidental shooting. ,1,Blue-on-blue; Accidental,Local officer non-fatally shot another officer during training.,0,NA,0,0,,,,,,,1
1783906,9/2/20,California,Stockton,,2300 block of N. Wilson Way,37.9798,-121.273,Officer,victim,,,Adult 18+,Injured,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Officer Involved Incident,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Officer shot",https://fox40.com/news/local-news/stockton-officer-shot-in-training-accident/ ,0,Officer,Local,0,1,1,0,NA,1,Blue-on-blue; Accidental,Local officer was non-fatally shot by rookie officer during training,0,NA,0,0,,,,,,,1
1784897,9/3/20,Ohio,Cleveland,,3200 block of W 65th St,41.4675,-81.7307,Detective James Skernivitz,victim,male,53,Adult 18+,Killed,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed,Armed robbery with injury/death and/or evidence of DGU found","https://www.cleveland.com/metro/2020/09/cleveland-police-officer-dies-in-shooting-on-citys-west-side-sources-say.html ,https://www.cleveland.com/metro/2020/09/two-arrested-one-sought-in-fatal-shooting-of-undercover-cleveland-police-officer-informant-sources-say.html ,https://www.ksdk.com/article/news/nation-world/cleveland-police-officer-james-skernivitz-killed-in-shooting/95-3c2c3830-9f66-465c-9aea-bfa938408111 ,https://www.news5cleveland.com/cleveland-police-identify-officer-shot-killed-on-citys-west-side ,https://abc6onyourside.com/news/local/charges-2-killed-detective-informant-in-robbery-attempt ",0,Detective,Local,0,0,0,0,NA,0,Suspect-inflicted,Detective was fatally shot in the torso by suspect while working undercover. An informant that was with the detective was also fatally shot by the suspect.,0,NA,0,0,,,,,,,1
1786055,9/5/20,South Carolina,Lexington,,Old Barnwell Rd,33.9429,-81.1724,Deputy,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Domestic Violence","https://www.11alive.com/article/news/local/deputy-shot-suspect-barricaded-in-lexington-subdivision/101-a9a1f212-492c-4d4c-9678-89fcb33a0a47 ,https://www.wbtv.com/2020/09/05/lexington-standoff-ongoing-after-deputy-shot-neighbors-should-stay-indoors/ ,https://www.wistv.com/2020/09/06/sled-identifies-lexington-co-officer-involved-shooting-suspect/ ",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot in the upper body by suspect during a domestic violence call.,0,NA,0,0,,,,,,,1
1787267,9/7/20,Georgia,Dalton,,I-75,34.7712,-85.0012,Deputy Darrell Hackney,victim,male,,Adult 18+,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot","https://www.11alive.com/article/news/crime/fugitive-sought-after-shootout-with-whitfield-county-deputies/85-0f514f16-5150-4bba-a045-d70c16e80b00 ,https://www.wsbtv.com/news/local/gbi-searching-armed-dangerous-suspect-accused-shooting-georgia-deputy/O7XD7YTUQFGILNDW5P3X2LUPZA/ ,https://www.ajc.com/news/gbi-man-who-shot-georgia-deputy-was-hauling-explosives-in-trailer/PEFYLGXCEFBXTPWJDNVQ563LYE/ ",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot in the vest by suspect during a traffic stop.,0,NA,0,0,,,,,,,1
1790711,9/9/20,Tennessee,Moscow,,900 block of Fortune Rd,35.1022,-89.4015,Deputy Jacob Jenkins,victim,male,28,Adult 18+,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Domestic Violence,Kidnapping/abductions/hostage","https://wreg.com/news/officials-barricaded-man-killed-after-armed-confrontation-with-scso-deputies-in-fayette-county/ ,https://www.wmcactionnews5.com/2020/09/10/scso-deputy-involved-shooting-leaves-dead-overnight-barricade-situation/ ,https://www.wbbjtv.com/2020/09/10/fayette-county-shooting-suspect-fatally-wounded-by-shelby-co-swat/ ",0,Deputy,Sheriff,0,0,0,0,NA,0,Suspect-inflicted,Sheriff's deputy was non-fatally shot by the suspect after responding to a call involving a shooting. A female victim had been non-fatally shot multiple times by the suspect. The suspect was also fatally shot by responding deputies. ,0,NA,0,0,,,,,,,1
